ID,英文詞彙,中文詞彙,更新日期
21332614,flamingo position,火鶴位置,
21332615,flan connade,滑劍刺腰,
21332616,flank cut,劈腰,
21332617,flare,湯瑪士迴旋,
21332618,flash,衝刺；首次路線完攀,
21332619,flash target,粉靶,
21332620,flat cut,平打,
21332621,flat serve,平擊發球,
21332622,flat swing,平面揮桿,
21332623,flat touch,平刺,
21332624,fleche,衝刺,
21332625,fleche distance,衝刺距離,
21332626,fleet flag,船隊標誌,
21332627,fleuret,花劍；輕劍,
21332628,flex,彎曲度,
21332629,flexibility,柔軟度,
21332630,flexibility training,柔軟度訓練,
21332631,flight,騰空,
21332632,flip,撥球（桌球）；翻轉,
21332633,flippers,腳蹼,
21332634,floor exercise,地板（墊上）運動,
21332635,floor exercise groups,地板項目組群動作,
21332636,flop,背滾式跳高；背躍式（跳高過竿動作）,
21332637,flow,流暢,
21332638,flow experience,流暢經驗,
21332639,fluid mechanics,流體力學,
21332640,flving parry,防守變換交叉還擊,
21332641,fly ball,飛球,
21332642,fly-half,傳接鋒,
21332643,flying change of leg,空中換腿,
21332644,flying goalkeeper,進攻守門員(室內五人制足球),
21332645,flying saving,魚躍救球,
21332646,flyinglap,單圈助跑計時賽,
21332647,foible,劍身弱部,
21332648,foil,花劍,
21332649,foil blade,花劍劍身,
21332650,foil fencer,花劍運動員,
21332651,foil fencing,花劍劍術,
21332652,foil guard,花劍護手盤,
21332653,foils man,花劍運動員,
21332654,folk dance,民俗舞蹈,
21332655,follow through,動作後之延續；送杆；延伸動作,
21332656,follow wind,順風,
21332657,foot,踢球（曲棍球）；帆底(帆船),
21332658,foot fault,發球踩線犯規,
21332659,foot plant,起跳前的踏地動作,
21332660,foot print,腳印,
21332661,foot spread,兩腳間距離,
21332662,foot switch,換腳,
21332663,foot work,步法,
21332664,foot-rest,腳踏板,
21332665,footwork,排腿,
21332666,for serving,換發球,
21332667,forage,餵馬飼料,
21332668,force plate,測力板,
21332669,fore court,前場區域,
21332670,forearm cut,劈開前臂,
21332671,forefoot,前肢,
21332672,forehand,正手拍；正手擊球,
21332673,forehand interception,正手拍攔截,
21332674,forehand overhead stroke,正手高球擊球,
21332675,forehand serve,正拍發球,
21332676,forehand smash,正手拍高壓殺球,
21332677,forehead,馬額,
21332678,forfeit,奪權比賽,
21332679,forking thrust,叉刺,
21332680,formation,陣式（足球）,
21332681,Formula 1,一級方程式賽車,
21332682,fort ,劍身強部,
21332683,forward,前鋒,
21332684,forward driving leg aid,前方推進腿扶助,
21332685,forward dynamics,正向動力學,
21332686,forward pass,直傳；前傳,
21332687,forward resistance,前進阻力,
21332688,forward saltos,前空翻,
21332689,forward stance,弓步,
21332690,forward stroke,前划,
21332691,fosbury flop,背躍式跳高,
21332692,fosbury style,背向式跳高,
21332693,Fosbury style；Fosbury flop,背向式跳高,
21332694,fouetté,浮埃迪,
21332695,foul line,犯規線,
21332696,foul out,界外出局,
21332697,foul play,犯規（足球）,
21332698,foul riding,犯規騎乘,
21332699,foul strategy,犯規戰術,
21332700,foul tip,擦棒球,
21332701,foul touch,擊中無効,
21332702,fouls of boxing,拳擊犯規,
21332703,four,四人單槳無舵手,
21332704,four ball,四壞球上壘,
21332705,four hits,四擊球(排球),
21332706,four play,犯規,
21332707,four-beat gait,四個蹄音步伐,
21332708,fourth,四分位,
21332709,fourth beat,四分位姿勢襲打,
21332710,fourth invito,四分臥姿勢挑引,
21332711,fourth official,第四裁判,
21332712,foxtrot,弧步,
21332713,fragrant foul,惡意犯規,
21332714,Franklin Method,富蘭克林技法,
21332715,free combination,自由組合,
21332716,free drop,自由拋球,
21332717,free hit,自由球;任意球,
21332718,free jump,平地跳高,
21332719,free kick,自由球（足球）,
21332720,free radical,自由基,
21332721,free routine,自由自選,
21332722,free skating,自由型溜冰,
21332723,free solo,無保護徙手攀登,
21332724,free throw,罰球；自由球(水球),
21332725,free walk,自由慢步,
21332726,free zone,無障礙區（排球）,
21332727,freestyle,自由式,
21332728,freestyle footwork,步伐,
21332729,freestyle relay,自由式接力,
21332730,freestyle slalom pair,雙人花式繞樁,
21332731,freestyle slalom trick matrix,難度等級表,
21332732,freestyle turn,自由式滾轉,
21332733,freestyleBMX,自由式小輪車,
21332734,French Open,法國網球公開賽,
21332735,frequency domain analysis,頻率面分析,
21332736,frequency of training,訓練頻率,
21332737,Friedrich Ludwig Jahn,楊氏體操（德國）,
21332738,front,正面,
21332739,front court,前場,
21332740,front cross-step,擲標槍前的交叉步；擲標槍的前交叉步,
21332741,front diving,向前跳水,
21332742,front handspring to salto elements,前手翻接空翻系列動作,
21332743,front layout position,俯面位置,
21332744,front line,前九洞,
21332745,front pike position,前矛位置,
21332746,front salto elements on floor exercise,地板前空翻系列動作,
21332747,front-row player,前排球員,
21332748,frontal split jump,左右分腿跳,
21332749,full gallop,伸長跑步,
21332750,full ring value,整數環值(整數值),
21332751,full-court press,全場緊逼,
21332752,fumble,個人失誤,
21332753,fun,樂趣,
21332754,functionalist theory,功能理論,
21332755,furlong,1/8英里賽馬,
21332756,fusen-gachi,不戰勝（柔道）,
21332757,Futsal ,室內五人制足球,
21332758,gabarit,驗劍架,
21332759,gainer,嘉納,
21332760,gaining,追及,
21332761,gait,訓練步伐,
21332762,gallop,疾馳,
21332763,galloper,疾馳的馬,
21332764,game,"局（羽球,網球）",
21332765,game ball,比賽用球,
21332766,game clock,比賽用時鐘,
21332767,game point,局末點,
21332768,game timekeeper,球場計時裁判,
21332769,game types,賽事項目種類,
21332770,gaps,間隙,
21332771,gate-line,球門中線,
21332772,gatekeeper,監門員  ,
21332773,gauge,量規,
21332774,Gay Games,同性戀運動會,
21332775,gear ratio,齒輪比,
21332776,gearratios ,齒輪比,
21332777,gender,性別,
21332778,General Association of the International Sports Federations {= GAISF},國際單項運動總會聯合會,
21332779,general recall,全部召回,
21332780,general technical meeting,技術會議,
21332781,genetic selection,基因選材,
21332782,genoa,迎風三角帆,
21332783,German New Dance,德國新舞風,
21332784,girth,馬腹帶,
21332785,give and go,傳切戰術,
21332786,given touch,擊中,
21332787,glance off,輕觸,
21332788,glide,滑劍進攻,
21332789,glide thrust,滑刺,
21332790,glissade,滑步（田賽）,
21332791,Global Association of International Sports Federations {= GAISF},國際單項運動總會聯合會,
21332792,globalization,全球化,
21332793,glove,手套,
21332794,glucagon,升糖激素,
21332795,gluteal muscles,臀部肌群,
21332796,glycogen supercompensation,肝醣超補法,
21332797,glycogenesis,肝醣合成,
21332798,go afloat,下水,
21332799,go back ten yards,後退10碼（足球）,
21332800,goal,球門,
21332801,goal crease,守門員區,
21332802,goal dimensions,球門區,
21332803,goal judges,司門；球門裁判,
21332804,goal judges optional,球門裁判,
21332805,goal kick,球門球,
21332806,goal line,球門線,
21332807,goal posts,球門柱,
21332808,goal scored,進球（足球）,
21332809,goal setting,目標設定,
21332810,goal throw,射門(水球),
21332811,goalie,守門員,
21332812,goalie blocker,守門員阻擋板,
21332813,goalie catcher,守門員手套,
21332814,goalie chest protector,守門員胸部護具,
21332815,goalie leg pads,冰球守門員腿墊,
21332816,goalie pant,守門員褲,
21332817,goalkeeper,守門員,
21332818,goalkeeper penal ties,守門員犯規,
21332819,goals,球門,
21332820,goaltender ,守門員 ,
21332821,goaltending,妨礙中籃,
21332822,gold level events,金牌級賽事,
21332823,golden raid,黃金搶分,
21332824,golf,高爾夫,
21332825,golf course  ,高爾夫球場,
21332826,good foul,良性犯規,
21332827,good lift,成功試舉,
21332828,goofy stance,右腳在前,
21332829,googles,泳鏡,
21332830,goshi guruma,腰車,
21332831,grabbing the board,抓板,
21332832,Grade 1-9 Curriculum,九年一貫課程,
21332833,grain,草紋,
21332834,grand FITA round,晉級制(射箭),
21332835,grand prix free style,大獎級自由演繹,
21332836,grand prix special,大獎特級,
21332837,grand salute,敬禮,
21332838,Grand slams,四大滿貫賽,
21332839,grass court,草地球場,
21332840,greek,小溪,
21332841,green,果嶺,
21332842,green edge,果嶺邊緣,
21332843,green fee  ,果嶺費用,
21332844,green issues in sports,運動綠色議題,
21332845,Green Olympic,綠色奧運,
21332846,greenedge ,果嶺邊緣,
21332847,grief response,悲傷反應,
21332848,grigri,自動確保器,
21332849,grip,握把（網球）；握棍；握槳方法；基本握桿法；握柄膠套；抓球法(保齡球)；標槍的把手處,
21332850,grip types,握拍法,
21332851,groove,劍槽,
21332852,gross,總杆數,
21332853,gross misconduct,嚴重違例(冰上曲棍球),
21332854,ground jury,場地檢查員,
21332855,ground stroke,落地擊球,
21332856,ground under repair,待修復區,
21332857,Group Dynamics,團體動力學,
21332858,gtrip,擊劍場,
21332859,guard,後衛；防禦姿勢,
21332860,guarding leg aid,限制腿扶助,
21332861,guest game,客場比賽,
21332862,gutter,球溝,
21332863,gutter ball,下溝球,
21332864,gutters,溢水溝,
21332865,gyaku-jime,逆十字勒,
21332866,gybing,順風換舷,
21332867,gymnasium,體育館,
21332868,Gymnastics World Championship,世界體操錦標賽,
21332869,Gyrotonic & Gyrokinesis,禪柔身心技法；脊椎螺旋運動,
21332870,habit,騎裝,
21332871,habitus,習性,
21332872,hackamore,馬術表演者,
21332873,hadaka-jime,扼勒,
21332874,half counter parry,畫半圓防守,
21332875,half counterbeat,畫半圓襲打,
21332876,half distance,半弓箭步刺,
21332877,half distance line ,中線,
21332878,half volley,半截擊,
21332879,half-lunge,半長刺,
21332880,half-pass,斜橫步,
21332881,half-pirouette,後肢半旋轉,
21332882,half-time interval,半場休息時間,
21332883,halfpipe,U型道賽(自由車),
21332884,halftime,中場休息,
21332885,halt,停止,
21332886,halter,頭勒,
21332887,hammer,一局中最後一個投出石壺的術語,
21332888,hammer cage,鏈球護籠,
21332889,hammer effective landing area,鏈球有效落地區,
21332890,hand bearing compass,手持羅經,
21332891,hand blocking,手部格擋,
21332892,hand gallop,慢跑步,
21332893,hand guard,護手盤,
21332894,hand position,手勢,
21332895,hand-checking,手部推擋,
21332896,handball,手觸球（足球）,
21332897,handhold,握槍,
21332898,handicap,差點；讓分比賽,
21332899,handjam,手入縫隙鎖住,
21332900,handling,控球,
21332901,handling the ball,手觸球,
21332902,handspring and yamashita elements,前手翻與山下跳類型系列動作,
21332903,handspring backward,後手翻,
21332904,handspring elements,手翻系列動作,
21332905,handspring forward,前手翻,
21332906,handspring forward to salto forward with tucked,前手翻接團身前空翻,
21332907,handspring with twist elements,跳馬前手翻接轉體系列動作,
21332908,handstand with turns elements,倒立移行系列動作,
21332909,hane goshi,彈腰,
21332910,hane-goshi,彈腰,
21332911,hansoku-make,犯規輸,
21332912,harai goshi,掃腰,
21332913,harai tsurikomi ashi,釣進頂腳,
21332914,harai-goshi,掃腰,
21332915,harai-tsurikomi-ashi,釣進頂腳,
21332916,hard court,硬地球場,
21332917,hard-driven spike,強攻,
21332918,harness,掛勾衣；攀登時穿著裝備,
21332919,hat trick,帽子戲法,
21332920,haunches-in,腰內,
21332921,haunches-out,腰外,
21332922,head,桿頭；帆頂,
21332923,head coach,總教練,
21332924,head cut,劈頭,
21332925,head guards,拳擊頭盔,
21332926,head wind,逆風,
21332927,heading,頭頂球,
21332928,Health Belief Model {= HBM},健康信念模式,
21332929,health-related physical fitness,健康體適能,
21332930,heat acclimatization,熱適應,
21332931,heat cramps,熱痙攣,
21332932,heats,分組,
21332933,heavily padded shorts,厚襯墊短褲,
21332934,heavy bag,重量袋,
21332935,heavy-handed,強力控繮,
21332936,hecht roll,挺身魚躍前滾翻,
21332937,heel caulk,蹄後鐵刺,
21332938,heel spike,釘鞋之後跟釘,
21332939,hegemony,文化霸權,
21332940,height of the net,球網高度,
21332941,held ball,爭球,
21332942,helicopter,直升機,
21332943,helicopter ball,飛碟球,
21332944,helmet,安全帽,
21332945,help line,補位線,
21332946,help side,補位邊（籃球）,
21332947,hematoma ,血腫,
21332948,Henry Hsu,徐亨,
21332949,hierarchical organization of self concept,多階層自我概念,
21332950,high attacking,上端攻擊,
21332951,high bar backward salto dismounts elements,單槓後空翻系列結束動作,
21332952,high bar El-grip and dorsal hang elements,單槓翻握大迴環系列動作,
21332953,high bar front salto dismounts elements,單槓前空翻系列結束動作,
21332954,high bar groups,單槓項目組群動作,
21332955,high bar long swing elements,單槓懸垂擺動系列動作,
21332956,High Diving World Cup,高空跳水世界杯賽,
21332957,high elbow pull,高肘划水,
21332958,high guard,高實戰姿勢,
21332959,high jump,跳高,
21332960,high jump stand ,跳高架,
21332961,high knee run,屈膝抬腿跑,
21332962,high leg kick,高踢腿,
21332963,high stick,超肩（曲棍球）,
21332964,high sticking,高杆,
21332965,High V support,高銳角支撐,
21332966,high volley,高空截擊,
21332967,Highlight Routine,精彩自選,
21332968,hill training,山坡跑訓練,
21332969,hip circle bwd (hips touching bar),支撐向後腹回環(腹部觸槓),
21332970,hip circle fwd (hips touching bar),支撐向前腹回環(腹部觸槓),
21332971,hippodrome,馬術表演場,
21332972,hips,臀部（滑板）,
21332973,hit,一個石壺擊中另一石壺產生位移,
21332974,hit and run,打帶跑,
21332975,hit received,刺中;劈中,
21332976,hitch-kick,跨步式跳遠 ,
21332977,hitting coach,打擊教練,
21332978,hitting the wall,撞牆(跑步),
21332979,hiza guruma,膝車,
21332980,hiza-guruma,膝車,
21332981,Hobbie,霍比式帆船,
21332982,hockey helmet,冰球帽,
21332983,hockey jock,護襠褲,
21332984,hockey mask,冰球守門員面罩,
21332985,hockey skates,冰球鞋,
21332986,holding,持球（排球）,
21332987,holds,靜止動作,
21332988,hole ,中鋒位置{水球},
21332989,hole-in-one,一桿進洞,
21332990,home advantage,主場優勢,
21332991,home bend,最後彎道,
21332992,home game,主場比賽,
21332993,home match,主場比賽,
21332994,home straight and back straight,主道與客道,
21332995,home-team,主隊,
21332996,Homo Ludens,遊戲人,
21332997,Hong-Ye juvenile baseball team,紅葉少棒隊,
21332998,honor,優先開球者,
21332999,hook ,鉤形擺脫,
21333000,hook and upper cut bag,拳擊牆靶,
21333001,hooker,勾球員,
21333002,hooking,球桿勾人；鉤握法；勾手,
21333003,hool,蹄,
21333004,Hooliganism,足球流氓,
21333005,hoop,環,
21333006,hop ,單腳跳(三級跳遠的第一步) ,
21333007,hopping,單腳跳,
21333008,horizontal bar,單槓,
21333009,horizontal bar flight elements,單槓越槓的脫手騰空再握系列動作,
21333010,horizontal bar flight elements without over bar,單槓無越槓的脫手騰空再握系列動作,
21333011,horizontal bar giant swing,單槓大迴環,
21333012,horizontal bar In bar elements,單槓近槓系列動作,
21333013,horizontal jumps,水平騰越系列,
21333014,horse blanke,鞍褥,
21333015,horse gea,馬具,
21333016,horse inspection,馬體檢查,
21333017,horse racing,賽馬,
21333018,horse tack,馬具,
21333019,horse-riding,騎馬,
21333020,horseback,馬背,
21333021,horseman,騎手,
21333022,horsemanship,馬術,
21333023,house ball,公球,
21333024,hull,船體,
21333025,hunting,田獵,
21333026,hunting crop,馬鞭,
21333027,hurdle,欄架,
21333028,hurdle race,欄架賽事項目,
21333029,hurdle races,障礙賽,
21333030,hurdles,欄架,
21333031,hybridity,混合,
21333032,hydration,補充水份,
21333033,hypokinetic diseases,運動不足症,
21333034,ice box,冰桶,
21333035,ice hockey,冰球; 冰上曲棍球；冰球運動,
21333036,ice hockey girdle ,冰球緊身防護褲,
21333037,ice hockey pant,冰球褲,
21333038,ice skates,冰鞋,
21333039,iceberg profile,冰堡剖面圖,
21333040,icing,結冰(球越位),
21333041,ID number,ID 識別碼,
21333042,identity,認同,
21333043,Ideokinesis,意動法,
21333044,iliotibial band friction syndrome {= ITBS}； iliotibial band syndrome {= ITBFS},髂脛束摩擦症候群;髂脛束症候群,
21333045,illegal batted ball,違規擊球,
21333046,illegal caught ball,違規接球,
21333047,illegal collision,非法衝撞,
21333048,illegal pitcher,違規投手,
21333049,illegal re-entry,違規再上場,
21333050,illusion,幻象,
21333051,Illusions,依柳辛,
21333052,imagined community,想像共同體,
21333053,immunity,豁免,
21333054,impact,擊球瞬間(網球),
21333055,impede ,阻礙,
21333056,Imperialism,帝國主義,
21333057,impingement syndrome,夾擠症候群,
21333058,impression management,形象管理,
21333059,impression score,印象分數,
21333060,improvisation,即興,
21333061,impulse,衝量,
21333062,impulse-momentum relationship,衝量-動量關係,
21333063,in back of alternating arm movements,後交叉划水,
21333064,in front of alternating arm movements,前交叉划水,
21333065,in irons ,無法航行區,
21333066,in-fighter,短距離拳手,
21333067,inanimate object,靜態物體,
21333068,incoming runner,傳棒運動員,
21333069,Indigenous Games,原住民運動會,
21333070,indirect free kick ,間接自由球,
21333071,individual diving,單人跳水,
21333072,individual exercises,個人項目,
21333073,individual medley,個人混合式,
21333074,individual Pursuit,個人追逐賽,
21333075,individual recall,個別召回,
21333076,individual time trial,個人計時公路賽,
21333077,individual UCI world ranking,個人世界排名,
21333078,individual UCI world ranking - stage races ,多日賽個人世界排名,
21333079,individual UCI worldranking - one-day races,單日賽個人世界排名,
21333080,Individual Zones of Optimal Functioning  {= IZOF},個人最適功能區域,
21333081,individuation,個體化,
21333082,indoor competitions,室內賽,
21333083,indoor cycling,室內單車,
21333084,indoor hockey,室內曲棍球,
21333085,indoor meet,室內運動會,
21333086,indoor stadium,室內運動場,
21333087,indoor track,室內跑道,
21333088,induce drag,誘導阻力,
21333089,inductive reasoning,歸納推理,
21333090,ineligible player,失格球員,
21333091,infielder,內野手（棒球）,
21333092,influence area ,影響區域 ,
21333093,inhibitory control,抑制控制,
21333094,initial stance,開始姿勢,
21333095,initiating motivation,引起動機,
21333096,inline downhill,滑輪降速,
21333097,inline skates,直排輪鞋,
21333098,inline speed skating,競速溜冰場地賽,
21333099,inner kick,內掛踢,
21333100,inner lane ,內圈,
21333101,innervation ratio,神經支配率,
21333102,insert target,插入式靶紙,
21333103,inside edging,內側踩法,
21333104,inside kick,內側踢,
21333105,inspectors of turns,轉身檢查員,
21333106,instep kick,足背踢,
21333107,integrity code of conduct,誠信準則,
21333108,Intentional Bases on Ball,故意四壞球,
21333109,Intentionally dropped fly ball,故意落球,
21333110,interactionist theory,互動理論,
21333111,intercept,截球,
21333112,intercollegiate sport activities,校際體育活動,
21333113,interference,妨礙（棒球）,
21333114,interleague play,跨聯盟比賽,
21333115,interlocking grip,互鎖式握桿法,
21333116,intermediate 1,第一中級,
21333117,intermediate 11,第二中級,
21333118,intermediate sprints,中途衝刺點,
21333119,intermission,中場休息,
21333120,International Association of Athletics Federations {= IAAF},國際田徑總會,
21333121,International Bowling Federation{=IBF},國際保齡球總會,
21333122,International Bowling Museum and Hall of Fame{=IBM/HF},國際保齡球博物館,
21333123,International Boxing Association Open Boxing (AOB) Competition Boxer of Age Classification,國際拳擊協會公開賽拳擊選手年齡分級,
21333124,International Boxing Association Open Boxing (AOB) Competition Boxer Weight Classifications,國際拳擊協會公開賽拳擊選手體重分級,
21333125,"International Boxing Association,{=IBA}",國際拳擊協會,
21333126,International Children's Games {= ICG},國際青少年運動會,
21333127,International Committee of Sports for Deaf  {= ICSD},國際聽障運動總會,
21333128,"International Cycling Union,{=UCI}",國際自由車總會,
21333129,International Federation of Adapted Physical Activity {= IFAPA},國際適應體育運動協會,
21333130,International Federation of Gymnastics{=IFG},國際體操聯合會,
21333131,International Federation of Sport Climbing{=IFSC},國際運動攀登總會,
21333132,international figure categories,國際規定動作類別,
21333133,International Fistball Association {= IFA},國際浮士德球總會,
21333134,"International Ice Hockey Federation,{=IIHF}",國際冰球聯合會,
21333135,international modern pentathlon union{=IMPU},國際現代五項運動總會,
21333136,International Olympic Committee {= IOC},國際奧林匹克委員會,
21333137,International Paralympic Committee {= IPC},國際帕拉林匹克委員會,
21333138,International Roller Skating Federation{=FIRS},國際滑輪聯合會,
21333139,"International Sailing Federation,ISAF",國際帆船總會,
21333140,International School Sport Federation {= ISF},國際學校體育總會,
21333141,"International Shooting Sport Federation,{=ISSF}",國際射擊運動聯盟,
21333142,International Society of Biomechanics in Sports {= ISBS},國際運動生物力學學會,
21333143,international starters,國際起點裁判(田徑),
21333144,International Table Tennis Federation  {= ITTF},國際桌球總會,
21333145,International Technical Officials {= ITOs},國際技術委員,
21333146,International Tennis Federation {= ITF},國際網球總會,
21333147,International Triathlon Union{=ITU},國際鐵人三項聯盟,
21333148,International University Sports Federation  {= FISU},國際大學運動總會,
21333149,International Weightlifting Federation{=IWF},國際舉重總會,
21333150,International World Games Association  {= IWGA},國際世界運動總會,
21333151,interruption of a match,阻撓比賽,
21333152,interval,局間休息（排球）,
21333153,interval running,間歇訓練,
21333154,interval training,間歇訓練,
21333155,invalid,無效部位,
21333156,invalid target,無效部位,
21333157,invalid touch,刺中無效,
21333158,inverted cross elements on rings,吊環倒十字系列動作,
21333159,inverted penhold backhand,直拍橫打,
21333160,inverted rubber,平面膠皮,
21333161,inverted-U hypothesis,倒U字型假說,
21333162,inverts,倒立,
21333163,invitation,引誘;挑引,
21333164,invitation in octave,八分位姿勢挑引,
21333165,invitation in prime,一分位姿勢挑引,
21333166,invitation in quartel,四分位姿勢挑引,
21333167,invitation in quintet,五分位姿勢挑引,
21333168,invitation in seconde,二分位姿勢挑引,
21333169,invitation in septime,七分位姿勢挑引,
21333170,invitation in sixtet,六分位姿勢挑引,
21333171,invitation in tierce,三分位姿勢挑引,
21333172,invito,挑引,
21333173,inward diving,向內跳水,
21333174,Ippon,一勝,
21333175,ippon seoi nage,單臂過肩摔,
21333176,ippon-seoi-nage,單臂過肩摔,
21333177,iron,鐵桿,
21333178,ironman triathlon,超級鐵人三項,
21333179,isokinetic contraction,等速收縮,
21333180,isokinetic exercises,等速運動,
21333181,isometric contraction,等長收縮,
21333182,isometric exercises,等長運動,
21333183,isotonic contraction,等張收縮,
21333184,isotonic exercises,等張運動,
21333185,ISSF ranking system,國際射擊運動聯盟排名系統,
21333186,ITU-Long Distance (O2),ITU-長距離 (O2),
21333187,ITU-Long Distance (O3),ITU-長距離 (O3),
21333188,IWF officials’table,國際舉重總會職員席,
21333189,IWF World Championships,世界舉重錦標賽,
21333190,IWF-licensed ,國際舉重總會認證,
21333191,jab,刺拳,
21333192,javelin,標槍,
21333193,javelin effective landing area,標槍有效著地區,
21333194,javelin throw,擲標槍,
21333195,javelin throw runway,標槍助跑道,
21333196,jerk,上挺,
21333197,jersey,車衣,
21333198,jeté,反跨跳,
21333199,jigokujime,地獄勒,
21333200,jockey for position,卡位,
21333201,jogging,跑步,
21333202,Johan Huizinga,懷金格,
21333203,Johaun Friedrich Gutsmuths,顧茲姆斯,
21333204,join maul from the side,加入亂集團,
21333205,join ruck from the side,加入拉克,
21333206,joint holders,紀錄共同保持者,
21333207,journalism,新聞學,
21333208,judge at the finish,終點裁判,
21333209,judge at the start,起點裁判,
21333210,judge the execution,技術分,
21333211,judge the synchronisation,同步分,
21333212,judge-referee,裁決員,
21333213,judges,裁判；評分員；副審(柔道),
21333214,judges of stroke,姿勢檢查員,
21333215,judo,柔道,
21333216,Jui-Yueh Tsai,蔡瑞月,
21333217,jump,跳躍(三級跳遠的第三步),
21333218,jump ball,爭球；跳球,
21333219,jump double kick,空中兩腳旋踢,
21333220,jump serve,跳躍發球,
21333221,jumper's knee,跳躍者膝,
21333222,jumping,超越障礙,
21333223,jumping course,障礙賽跑道,
21333224,jumping events,跳部賽事,
21333225,jumping jack,開合跳,
21333226,jumping pit,沙坑,
21333227,jumping saddle,障礙賽馬鞭,
21333228,jumping smash,跳躍殺球,
21333229,jumping tricks,跳躍類,
21333230,jumping-off,複賽,
21333231,jumps,跳躍,
21333232,junior athletes＆ U23 category,青少年組與青年組,
21333233,junior skaters,青年組,
21333234,jury boat,仲裁船,
21333235,jury of appeal,仲裁委員會,
21333236,jury president,審判委員召集人,
21333237,jury table,裁判席,
21333238,kabaddi,卡巴廸,
21333239,Kalokagathia,完人概念,
21333240,kami-shiho-gatame,上四方壓制,
21333241,Kano baseball team,嘉農棒球隊,
21333242,kansetsu waza,關節法,
21333243,karabiner,鉤環,
21333244,kata,格式,
21333245,kata guruma,肩車,
21333246,kata juji jime,片十字絞,
21333247,kata-gatame,肩壓制,
21333248,kataha-jime,半羽勒,
21333249,katame-waza,地面制敵法；寢技,
21333250,kayak,愛斯基摩式輕艇,
21333251,kayak paddle,愛斯基摩式划槳,
21333252,kayak single,單人愛斯基摩艇；單人划艇,
21333253,keel boat,重型帆船,
21333254,keelboat,龍骨帆船,
21333255,Kehr swing elements,仰撐轉向系列動作,
21333256,kehr swings elements,俯撐轉向系列動作,
21333257,keirin,競輪賽,
21333258,kesa-gatame,袈裟壓制,
21333259,Key performance indicator in sport and exercise {= sport skill tests},運動績效評估,
21333260,kick,後腳蹬雪推進；板頭翹起的部分{滑板},
21333261,kick off,開球,
21333262,kick point,折點,
21333263,kick scooters,滑板車,
21333264,kick seve,守門員踢球（曲棍球）,
21333265,kickflip,腳尖翻,
21333266,kicking,踢,
21333267,kicking the puck,踢球（曲棍球）,
21333268,kickoff dots,開球點;中間藍點,
21333269,kicks from the penalty mark  ,在罰球點踢球,
21333270,kicktail,翹尾(滑板),
21333271,kids of steel,小鐵人,
21333272,kiken-gachi,棄權勝（柔道）,
21333273,kinematics,運動學,
21333274,kinesiology,人體運動學,
21333275,kinesthetic empathy,動覺同理,
21333276,kinetic energy,動能,
21333277,kinetics,動力學,
21333278,kisser button,吻鈕（射箭）,
21333279,knee lift,抬膝,
21333280,knee-rest,跪墊,
21333281,knee-tuck type ,蹲踞式跳遠,
21333282,kneebar,膝蓋撐,
21333283,knock down,碰撞掉杆,
21333284,"knock out, knock down",擊倒,
21333285,knock-on,拍前,
21333286,knots,繩結（帆船）,
21333287,knowledge and power,知識與權力,
21333288,knuckle defense,指關節防守擊球,
21333289,ko soto gari,小外割,
21333290,KO Systems,分組淘汰制,
21333291,ko uchi gari,小內割,
21333292,Ko-soto-gari,小外割,
21333293,Ko-uchi-gari,小內割,
21333294,koshi-guruma,腰車,
21333295,koshi-jime,腰勒,
21333296,koshi-waza,腰技,
21333297,Koshien Baseball Games,甲子園棒球賽,
21333298,kuzure kami shiho gatame,崩上四方壓制,
21333299,kuzure kesa gatame,崩架裟壓制,
21333300,LA system,乳酸系統,
21333301,Laban Movement Theory,拉邦動作理論,
21333302,labor class,勞工階級,
21333303,lactic acid,乳酸,
21333304,Ladies Professional Golf Assocotion{=LPGA},女子職業高爾夫協會,
21333305,landing ,落墊(跳高)；落地(跳遠),
21333306,landing area,落地區 (跳部),
21333307,landing mat,落地墊,
21333308,landing sector,落地區 (擲部)；合格區(田徑),
21333309,lane,道次；泳道；球道（保齡球）,
21333310,lane condition,球道條件,
21333311,lane infringement,踩線失格,
21333312,lane markings,泳道標示線,
21333313,lane rope,水道標誌繩,
21333314,lap ,圈 ,
21333315,lap cards,趟數牌,
21333316,lap counter,計圈牌,
21333317,lap scorer,計圈員,
21333318,lap time,每圈時間,
21333319,Las Vegas,拉斯維加斯打法（高爾夫）,
21333320,Laser radial,雷射輻射型,
21333321,Laser standard,雷射標準型,
21333322,last trial,最後一擲；最後一次試擲或試跳,
21333323,latissimus dorsi,背闊肌,
21333324,launch,下水,
21333325,Lausanne Agreement,洛桑協議,
21333326,lay up,上籃,
21333327,lay-line,方位線,
21333328,layout dive roll,魚躍前滾翻,
21333329,lead climbing,先鋒攀登,
21333330,lead punch,引導拳,
21333331,lead vehicle,前導車,
21333332,leader‘s jerseys,領騎衫,
21333333,leading group,領先集團,
21333334,leading leg,前導腿,
21333335,leading pass,領先傳球,
21333336,leading rider,領先選手,
21333337,leap down,向下跳躍,
21333338,leap up,向上跳躍,
21333339,leaps,跳躍,
21333340,leech,帆後緣,
21333341,leeward,下風,
21333342,left fielder ,左外野手,
21333343,left foze,左前腳,
21333344,left hind,左後腳,
21333345,left lead,左腳領先,
21333346,left on base,殘壘,
21333347,left rotary serve,左旋式發球,
21333348,left-side spin,左側旋球,
